YEAR:Period,CostType,VALUE
2020-2050,CAP,132520.43137782108
,CAP,31413.467293088397
2020-2050,FIX,49605.42309540294
,FIX,10647.751675274425
2020-2050,VAR,-82220.27144227304
,VAR,-40608.264127179515
