YEAR:Period,CostType,VALUE
2020-2050,CAP,142044.61409656165
,CAP,36414.54225145997
2020-2050,FIX,53177.12927764407
,FIX,11927.766382563324
2020-2050,VAR,-83346.29378237383
,VAR,-37523.65042592265
