YEAR:Period,CostType,VALUE
2020-2050,CAP,155718.57154942653
,CAP,36379.511329508816
2020-2050,FIX,51504.25176116927
,FIX,11355.249615941531
2020-2050,VAR,-46641.33249377416
,VAR,-29484.1021754741
