YEAR:Period,CostType,VALUE
2020-2050,CAP,141445.79499809237
,CAP,30639.86358369279
2020-2050,FIX,52310.1396033558
,FIX,11251.942478340705
2020-2050,VAR,-86327.3719645197
,VAR,-38978.40208673578
