YEAR:Period,CostType,VALUE
2020-2050,CAP,142694.0329267399
,CAP,39316.34394988956
2020-2050,FIX,54514.60642556986
,FIX,13097.678450203608
2020-2050,VAR,-78622.59347559206
,VAR,-33249.95035888333
