YEAR:Period,CostType,VALUE
2020-2050,CAP,253464.55114122087
,CAP,80314.7039924723
2020-2050,FIX,66904.78381627487
,FIX,17827.399664916044
2020-2050,VAR,-70105.64477929106
,VAR,-29101.486414521176
