YEAR:Period,CostType,VALUE
2020-2050,CAP,172731.9729463036
,CAP,44915.76829352301
2020-2050,FIX,51361.37769053044
,FIX,11962.761590550175
2020-2050,VAR,-81180.7804471222
,VAR,-37733.27550219675
