YEAR:Period,CostType,VALUE
2020-2050,CAP,180465.93566021338
,CAP,42963.34192599134
2020-2050,FIX,51835.40631511736
,FIX,11555.390624271053
2020-2050,VAR,-71725.9714097507
,VAR,-35925.379821959155
