YEAR:Period,CostType,VALUE
2020-2050,CAP,177033.04866369255
,CAP,39600.562675760884
2020-2050,FIX,53148.87419303136
,FIX,11957.590062363975
2020-2050,VAR,-86982.7844814185
,VAR,-35645.78667409574
