YEAR:Period,CostType,VALUE
2020-2050,CAP,144453.37433923385
,CAP,42248.874989602555
2020-2050,FIX,52520.05842671469
,FIX,13012.01519364539
2020-2050,VAR,-56703.44925788363
,VAR,-30336.090267723153
