YEAR:Period,CostType,VALUE
2020-2050,CAP,211343.59627301033
,CAP,65569.47603257842
2020-2050,FIX,66066.16259189078
,FIX,16823.72071634483
2020-2050,VAR,-66266.4079747758
,VAR,-28051.887095848007
