YEAR:Period,CostType,VALUE
2020-2050,CAP,201010.80652565561
,CAP,65866.98735085422
2020-2050,FIX,68634.00460122013
,FIX,20684.859795186338
2020-2050,VAR,-40928.44780309191
,VAR,-19984.983229766774
