YEAR:Period,CostType,VALUE
2020-2050,CAP,138578.43943784208
,CAP,40428.68984586526
2020-2050,FIX,51637.05857345756
,FIX,12180.053914298947
2020-2050,VAR,-76149.63666894948
,VAR,-37843.639233118505
