YEAR:Period,CostType,VALUE
2020-2050,CAP,152048.77134767445
,CAP,43625.96230414376
2020-2050,FIX,56838.93391219296
,FIX,13894.125122141259
2020-2050,VAR,-73905.18918949353
,VAR,-30635.247832025947
