YEAR:Period,CostType,VALUE
2020-2050,CAP,206569.80509603483
,CAP,66845.32323990394
2020-2050,FIX,65706.00448492712
,FIX,16664.893047023812
2020-2050,VAR,-56529.67762915963
,VAR,-28294.929951303857
