YEAR:Period,CostType,VALUE
2020-2050,CAP,143423.8562103756
,CAP,39182.47902691073
2020-2050,FIX,50453.05509567017
,FIX,11840.685953419328
2020-2050,VAR,-49428.89776797008
,VAR,-31644.624012820517
