YEAR:Period,CostType,VALUE
2020-2050,CAP,176880.51309585414
,CAP,34695.755526389905
2020-2050,FIX,53109.83869414173
,FIX,11571.757261324321
2020-2050,VAR,-84512.8763791745
,VAR,-33918.20762184726
