YEAR:Period,CostType,VALUE
2020-2050,CAP,144079.34493477046
,CAP,41616.524962255084
2020-2050,FIX,55287.94814638694
,FIX,13414.594985234324
2020-2050,VAR,-78025.14763673907
,VAR,-32687.99999071601
