YEAR:Period,CostType,VALUE
2020-2050,CAP,148277.89448310557
,CAP,34680.09450959013
2020-2050,FIX,46483.43148569138
,FIX,10550.612926149559
2020-2050,VAR,-60615.40567388577
,VAR,-34609.48005514963
