YEAR:Period,CostType,VALUE
2020-2050,CAP,143463.5102478855
,CAP,41696.10134052647
2020-2050,FIX,54801.260548705184
,FIX,13044.652485985269
2020-2050,VAR,-79070.75028034016
,VAR,-34511.308956933826
