YEAR:Period,CostType,VALUE
2020-2050,CAP,197794.10239387472
,CAP,69144.77467341776
2020-2050,FIX,64836.33433766488
,FIX,17193.15018931838
2020-2050,VAR,-59641.99691098184
,VAR,-29216.057597432544
