YEAR:Period,CostType,VALUE
2020-2050,CAP,132218.8833357257
,CAP,33365.057482191005
2020-2050,FIX,52042.33270769348
,FIX,11880.84072050122
2020-2050,VAR,-87273.80356700101
,VAR,-39155.95501008204
