YEAR:Period,CostType,VALUE
2020-2050,CAP,127990.9418840984
,CAP,34394.29606736746
2020-2050,FIX,47743.86263184601
,FIX,10982.534617827314
2020-2050,VAR,-55890.80683367051
,VAR,-34819.66625733327
