YEAR:Period,CostType,VALUE
2020-2050,CAP,153456.00901990436
,CAP,33983.755815914476
2020-2050,FIX,53396.34539821859
,FIX,11662.342228756255
2020-2050,VAR,-82597.06350408823
,VAR,-35714.87228178435
