YEAR:Period,CostType,VALUE
2020-2050,CAP,145185.68439939554
,CAP,43715.59652949359
2020-2050,FIX,52039.23331332375
,FIX,13149.510100794863
2020-2050,VAR,-44603.44727305183
,VAR,-27803.422149773516
