YEAR:Period,CostType,VALUE
2020-2050,CAP,161098.97566225962
,CAP,47128.95712465814
2020-2050,FIX,55828.422149398204
,FIX,13841.620392353714
2020-2050,VAR,-49015.837497453176
,VAR,-27269.99268196993
