YEAR:Period,CostType,VALUE
2020-2050,CAP,136927.25577186415
,CAP,37703.045229807176
2020-2050,FIX,50273.92875622778
,FIX,11896.509359674546
2020-2050,VAR,-65377.82301934691
,VAR,-36036.60983340265
