YEAR:Period,CostType,VALUE
2020-2050,CAP,167351.4649974003
,CAP,41478.91547428685
2020-2050,FIX,50992.93467919775
,FIX,11821.084165607965
2020-2050,VAR,-79619.05058353678
,VAR,-37600.1339716444
