YEAR:Period,CostType,VALUE
2020-2050,CAP,152359.0068257772
,CAP,31163.45292981375
2020-2050,FIX,50664.73299993081
,FIX,10873.394681485652
2020-2050,VAR,-92280.67558664978
,VAR,-39091.417273009676
