YEAR:Period,CostType,VALUE
2020-2050,CAP,169508.21489455499
,CAP,48363.219746430535
2020-2050,FIX,50952.76727352697
,FIX,12111.48344748131
2020-2050,VAR,-83606.42762995316
,VAR,-39453.76087375551
