YEAR:Period,CostType,VALUE
2020-2050,CAP,146118.02184619536
,CAP,33850.507737322056
2020-2050,FIX,48848.64042820962
,FIX,10918.17410711329
2020-2050,VAR,-52020.22451041024
,VAR,-31381.241632333134
