YEAR:Period,CostType,VALUE
2020-2050,CAP,158483.70682191325
,CAP,33255.962086722175
2020-2050,FIX,48601.20165911148
,FIX,10825.125091898468
2020-2050,VAR,-67347.84082243503
,VAR,-33855.86841703768
