YEAR:Period,CostType,VALUE
2020-2050,CAP,178456.17371295122
,CAP,59576.961631403465
2020-2050,FIX,60480.03274815118
,FIX,15155.610354950037
2020-2050,VAR,-65556.6980618685
,VAR,-32624.89306313021
