YEAR:Period,CostType,VALUE
2020-2050,CAP,153268.32626374814
,CAP,45347.71241364157
2020-2050,FIX,54414.422953562855
,FIX,13406.336104926288
2020-2050,VAR,-52859.503254225725
,VAR,-29168.676429891148
