YEAR:Period,CostType,VALUE
2020-2050,CAP,197217.93850647638
,CAP,67761.46326187781
2020-2050,FIX,59158.22391948715
,FIX,15280.852705249385
2020-2050,VAR,-71500.20426669432
,VAR,-35564.2429488243
