YEAR:Period,CostType,VALUE
2020-2050,CAP,150144.26637973552
,CAP,45913.93083390813
2020-2050,FIX,52909.56411469339
,FIX,12744.720051356784
2020-2050,VAR,-73993.34870251293
,VAR,-36618.75065179494
