YEAR:Period,CostType,VALUE
2020-2050,CAP,154113.89606515475
,CAP,34387.95175194201
2020-2050,FIX,50192.736168485375
,FIX,11207.943589268583
2020-2050,VAR,-81899.46402649619
,VAR,-39351.68229279932
