YEAR:Period,CostType,VALUE
2020-2050,CAP,146549.12885166216
,CAP,39382.80287956113
2020-2050,FIX,52326.00851643493
,FIX,11975.084372211651
2020-2050,VAR,-73607.97004138531
,VAR,-36437.67308771307
