YEAR:Period,CostType,VALUE
2020-2050,CAP,161338.70432115273
,CAP,45651.07506803261
2020-2050,FIX,57728.038995149014
,FIX,14373.606614037019
2020-2050,VAR,-71513.3525625682
,VAR,-28582.212451703697
