YEAR:Period,CostType,VALUE
2020-2050,CAP,201200.76514043784
,CAP,62650.62202566076
2020-2050,FIX,62666.65736098903
,FIX,16336.41441946532
2020-2050,VAR,-34284.08997303321
,VAR,-23351.889575592402
