YEAR:Period,CostType,VALUE
2020-2050,CAP,210206.50122550453
,CAP,73165.59293763681
2020-2050,FIX,63347.88245707975
,FIX,17321.424357423934
2020-2050,VAR,-34210.514613412466
,VAR,-23777.837664640938
