YEAR:Period,CostType,VALUE
2020-2050,CAP,184463.572381886
,CAP,46450.792707875225
2020-2050,FIX,57834.72810312096
,FIX,12627.849679386207
2020-2050,VAR,-72778.61379271529
,VAR,-36049.21005283348
