YEAR:Period,CostType,VALUE
2020-2050,CAP,153604.65014781294
,CAP,42268.980230437795
2020-2050,FIX,53170.778920087854
,FIX,12383.266990625532
2020-2050,VAR,-57483.6395041206
,VAR,-32193.791344339854
