YEAR:Period,CostType,VALUE
2020-2050,CAP,222384.30270034546
,CAP,62179.46598049492
2020-2050,FIX,60508.62660193943
,FIX,14896.020608570085
2020-2050,VAR,-54718.189492447345
,VAR,-29005.015688323707
