YEAR:Period,CostType,VALUE
2020-2050,CAP,148380.4734518266
,CAP,40691.0403781952
2020-2050,FIX,51279.74503575832
,FIX,11894.838484842023
2020-2050,VAR,-63571.083412162516
,VAR,-34344.26910662062
