YEAR:Period,CostType,VALUE
2020-2050,CAP,162760.1519541344
,CAP,37724.048572791784
2020-2050,FIX,47796.27422804903
,FIX,11052.696445854825
2020-2050,VAR,-55778.678269390904
,VAR,-31461.06846109188
