YEAR:Period,CostType,VALUE
2020-2050,CAP,137327.24585580183
,CAP,37657.16992148787
2020-2050,FIX,48814.95685526571
,FIX,11398.950519207
2020-2050,VAR,-54586.98803128553
,VAR,-33599.762316101995
