YEAR:Period,CostType,VALUE
2020-2050,CAP,146224.65406433243
,CAP,41462.33402750468
2020-2050,FIX,51580.86247560314
,FIX,12825.482862107387
2020-2050,VAR,-42392.87078228322
,VAR,-27438.161709433916
