YEAR:Period,CostType,VALUE
2020-2050,CAP,149095.48864521738
,CAP,41479.15775783408
2020-2050,FIX,55643.311151692804
,FIX,13508.366689318409
2020-2050,VAR,-75013.34170791261
,VAR,-31410.20147860234
