YEAR:Period,CostType,VALUE
2020-2050,CAP,189612.9377028012
,CAP,54893.11832643586
2020-2050,FIX,55979.70479871219
,FIX,13592.128346674801
2020-2050,VAR,-48530.85917818697
,VAR,-30407.833458830934
