YEAR:Period,CostType,VALUE
2020-2050,CAP,123831.09693824805
,CAP,31867.921532239547
2020-2050,FIX,47013.5003090412
,FIX,10702.57995931554
2020-2050,VAR,-58959.0245320441
,VAR,-36433.3721015675
