YEAR:Period,CostType,VALUE
2020-2050,CAP,136347.07547994942
,CAP,34705.63857042684
2020-2050,FIX,52136.15336605904
,FIX,11614.676445024916
2020-2050,VAR,-87036.13110227977
,VAR,-39135.93248828833
