YEAR:Period,CostType,VALUE
2020-2050,CAP,170124.38216190925
,CAP,46209.305230251026
2020-2050,FIX,52357.30109584182
,FIX,12950.897941899997
2020-2050,VAR,-45288.51706989761
,VAR,-27907.094960257997
