YEAR:Period,CostType,VALUE
2020-2050,CAP,148540.2215715008
,CAP,40173.506749110005
2020-2050,FIX,52298.13773557077
,FIX,12156.289365723125
2020-2050,VAR,-57030.57075066203
,VAR,-32304.885767641215
