YEAR:Period,CostType,VALUE
2020-2050,CAP,158780.5241035169
,CAP,44603.998333519325
2020-2050,FIX,57597.274667420745
,FIX,13836.174956777195
2020-2050,VAR,-71649.61009492712
,VAR,-31012.149840636637
