YEAR:Period,CostType,VALUE
2020-2050,CAP,160504.9679660414
,CAP,37682.86655998578
2020-2050,FIX,50156.38784014766
,FIX,11328.714506775197
2020-2050,VAR,-80542.26320597701
,VAR,-37600.141291151835
