YEAR:Period,CostType,VALUE
2020-2050,CAP,217899.66728735904
,CAP,69112.70291780334
2020-2050,FIX,66865.53018160183
,FIX,17217.731793557152
2020-2050,VAR,-41001.436575876745
,VAR,-24066.94101176054
