YEAR:Period,CostType,VALUE
2020-2050,CAP,144151.48958870274
,CAP,39644.15249208656
2020-2050,FIX,51104.40265471196
,FIX,12222.28653600179
2020-2050,VAR,-63069.6859565698
,VAR,-34721.29946561754
