YEAR:Period,CostType,VALUE
2020-2050,CAP,136095.3616855732
,CAP,41736.99668020964
2020-2050,FIX,50255.0518341146
,FIX,12300.04089958367
2020-2050,VAR,-49442.63283336745
,VAR,-30143.222203301993
