YEAR:Period,CostType,VALUE
2020-2050,CAP,189469.19796752633
,CAP,51514.78711107727
2020-2050,FIX,51514.73871483773
,FIX,12230.745960550452
2020-2050,VAR,-60056.32780257657
,VAR,-33560.42841711086
