YEAR:Period,CostType,VALUE
2020-2050,CAP,150452.56438466156
,CAP,35391.43895337637
2020-2050,FIX,48570.19981926088
,FIX,11074.732958386332
2020-2050,VAR,-73125.25564307481
,VAR,-38557.865605533705
