YEAR,TECHNOLOGY:Type,VALUE
2021,GAS,16.913645000000002
2022,GAS,16.128145
2023,GAS,14.336103
2024,GAS,12.544061
2025,GAS,10.752088999999998
2026,GAS,9.059585
2027,GAS,7.367143
2028,GAS,5.6149450000000005
2029,GAS,3.803016
2030,GAS,1.921416
2021,DSLBDL,15.836355000000001
2022,DSLBDL,16.044370276374533
2023,DSLBDL,17.34877627637454
2024,DSLBDL,18.79771827637454
2025,DSLBDL,20.306660276374537
2026,DSLBDL,20.053676222994604
2027,DSLBDL,19.800509228290537
2028,DSLBDL,19.638141404318176
2029,DSLBDL,19.563829580345825
2030,DSLBDL,18.99367437331634
2031,DSLBDL,17.939060615808156
2032,DSLBDL,18.40546872133936
2033,DSLBDL,18.918876826870573
2034,DSLBDL,19.5846325557613
2035,DSLBDL,20.21734066129251
2036,DSLBDL,20.912348766823712
2037,DSLBDL,20.939546914754207
2038,DSLBDL,16.142983408692494
2039,DSLBDL,10.887242421427423
2040,DSLBDL,5.056520770323544
2041,DSLBDL,4.0035432183091855
2042,DSLBDL,3.807047598362207
2043,DSLBDL,2.925699370120304
2044,DSLBDL,1.4800132828379793
2022,ELC,3.1764847236254594
2023,ELC,5.82706072362546
2024,ELC,8.46325072362546
2025,ELC,11.169380723625464
2026,ELC,14.8367787770054
2027,ELC,18.659767771709465
2028,ELC,22.586693595681805
2029,ELC,26.64974441965418
2030,ELC,31.462089626683653
2031,ELC,36.96185938419184
2032,ELC,39.231701278660644
2033,ELC,41.63642317312943
2034,ELC,44.1099074442387
2035,ELC,46.8563393387075
2036,ELC,49.77982123317627
2037,ELC,53.61944308524581
2038,ELC,62.54026659130752
2039,ELC,72.22625757857257
2040,ELC,82.78235922967647
2041,ELC,88.8844267816908
2042,ELC,94.46244240163779
2043,ELC,101.08609062987972
2044,ELC,108.64347671716203
2045,ELC,116.65253
2046,ELC,123.60721
2047,ELC,131.01552999999998
2048,ELC,138.88593000000003
2049,ELC,147.27513
2050,ELC,156.20112
2051,ELC,165.68128000000002
2052,ELC,175.77471999999995
2053,ELC,186.50851999999998
2054,ELC,197.90023
2055,ELC,210.02515000000002
2021,JET,0.6099999999999998
2022,JET,0.64155
2023,JET,0.6731
2024,JET,0.70466
2025,JET,0.7362099999999998
2026,JET,0.7541299999999999
2027,JET,0.77256
2028,JET,0.7914999999999998
2029,JET,0.8110199999999999
2030,JET,0.8311399999999997
2031,JET,0.85185
2032,JET,0.87321
2033,JET,0.8951699999999999
2034,JET,0.91777
2035,JET,0.94101
2036,JET,0.96487
2037,JET,0.9893399999999996
2038,JET,1.0143899999999997
2039,JET,1.04005
2040,JET,1.06627
2041,JET,1.09305
2042,JET,1.12036
2043,JET,1.1481800000000002
2044,JET,1.17648
2045,JET,1.20528
2046,JET,1.2345200000000005
2047,JET,1.2642
2048,JET,1.29427
2049,JET,1.32474
2050,JET,1.35557
2051,JET,1.3871599999999995
2052,JET,1.41969
2053,JET,1.4531399999999997
2054,JET,1.4875000000000005
2055,JET,1.52279
