TECHNOLOGY:Sector,YEAR,VALUE
PWR,2021,10.980999999999998
PWR,2022,10.980999999999998
PWR,2023,10.980999999999998
PWR,2024,10.98142681536
PWR,2025,22.862999999999985
PWR,2026,22.86299999999998
PWR,2027,22.862999999999985
PWR,2028,22.86299999999998
PWR,2029,22.862999999999985
PWR,2030,22.862999999999992
PWR,2031,22.862999999999992
PWR,2032,22.862999999999992
PWR,2033,22.862999999999992
PWR,2034,22.862999999999992
PWR,2035,22.863
PWR,2036,21.33899999999999
PWR,2037,19.815000000000005
PWR,2038,18.290000000000003
PWR,2039,16.766000000000002
PWR,2040,15.242000000000004
PWR,2041,13.718
PWR,2042,12.193999999999999
PWR,2043,10.669
PWR,2044,9.145
PWR,2045,7.621
PWR,2046,4.34
PWR,2047,3.255
PWR,2048,2.17
PWR,2049,1.0850000000000002
TRA,2021,6.190352
TRA,2022,6.511004
TRA,2023,6.844500000000001
TRA,2024,7.1945120000000005
TRA,2025,7.562468
TRA,2026,7.598051
TRA,2027,7.610033
TRA,2028,7.676083
TRA,2029,7.596152000000003
TRA,2030,7.542746999999999
TRA,2031,7.416635000000001
TRA,2032,7.265543000000001
TRA,2033,7.097318000000002
TRA,2034,6.901302
TRA,2035,6.74378
TRA,2036,6.5459890000000005
TRA,2037,6.3156740000000005
TRA,2038,6.0165510000000015
TRA,2039,5.790133999999996
TRA,2040,5.556227000000001
TRA,2041,5.3432520000000014
TRA,2042,4.966166
TRA,2043,4.6427939999999985
TRA,2044,4.33787
TRA,2045,3.9785449999999996
TRA,2046,3.7928519999999994
TRA,2047,3.508642000000001
TRA,2048,3.1226829999999985
TRA,2049,2.760796000000001
TRA,2050,2.4597450000000114
