YEAR,CostType,VALUE
2029,CAP,5354.749138145231
2030,CAP,5949.400599193103
2031,CAP,6721.099938485828
2032,CAP,4272.461736543477
2033,CAP,2815.987301697299
2034,CAP,2627.0811399216736
2035,CAP,2842.4325172639938
2036,CAP,3360.7357016769192
2037,CAP,6985.763278876785
2038,CAP,5966.714282693353
2039,CAP,8078.464888630571
2040,CAP,9104.056897880706
2041,CAP,7212.044522843453
2042,CAP,7240.389500166851
2043,CAP,7304.353928461115
2044,CAP,6959.260241375227
2045,CAP,7547.9645599894375
2046,CAP,7938.617678585825
2047,CAP,5662.2402622153195
2048,CAP,5849.0581343012245
2049,CAP,7175.912769046773
2050,CAP,12542.920917165678
2051,CAP,7002.399867562599
2053,CAP,7924.04617752638
2054,CAP,10690.89706530568
2055,CAP,12534.152659751653
2026,CAP,5392.873200999868
2025,CAP,14974.159185523702
2027,CAP,2906.5181688364664
2021,CAP,2710.729552357368
2023,CAP,4304.894407512871
2022,CAP,6463.46538542893
2024,CAP,5944.488962548171
2028,CAP,2727.7747129788127
2052,CAP,8956.023036287514
2021,FIX,1266.5888293093167
2022,FIX,1274.4458082692627
2023,FIX,1280.1753273149034
2024,FIX,1310.4961084268616
2025,FIX,1534.2668300772523
2026,FIX,1579.867667685894
2027,FIX,1565.818168539874
2028,FIX,1546.5823645777168
2029,FIX,1569.4841904358263
2030,FIX,1598.199498990166
2031,FIX,1639.341417113655
2032,FIX,1696.9250574896375
2033,FIX,1732.9113715656947
2034,FIX,1761.0507111901481
2035,FIX,1790.4105807028793
2036,FIX,1826.60234294834
2037,FIX,1852.2276289716133
2038,FIX,1844.9000263221035
2039,FIX,1872.1663748555839
2040,FIX,1897.7532755190894
2041,FIX,1952.6913279748126
2042,FIX,2008.5003465273635
2043,FIX,2064.6546456498704
2044,FIX,2120.263985642294
2045,FIX,2176.6738433948212
2046,FIX,2120.730142541641
2047,FIX,2188.034791744253
2048,FIX,2208.3267535955597
2049,FIX,2284.4911856870344
2050,FIX,2416.9507087035718
2051,FIX,2506.20650041473
2052,FIX,2559.541232666946
2053,FIX,2612.27839061557
2054,FIX,2665.87224351487
2055,FIX,2550.6206106561167
2021,VAR,12.88790352547771
2022,VAR,-217.94871449072036
2023,VAR,33.21959541525245
2024,VAR,64.90360645609219
2025,VAR,-933.5281691979519
2026,VAR,-1148.7337858024434
2027,VAR,-1098.4245309093305
2028,VAR,-1002.8544758802532
2029,VAR,-1212.9063875769448
2030,VAR,-1560.9077260455715
2031,VAR,-1975.0801684912722
2032,VAR,-2308.105896473569
2033,VAR,-2427.9288850659177
2034,VAR,-2504.192833959104
2035,VAR,-2647.385695828735
2036,VAR,-2761.214077697866
2037,VAR,-2874.5397929073997
2038,VAR,-3056.2899767523654
2039,VAR,-3339.8294397113837
2040,VAR,-3724.326331684114
2041,VAR,-4014.570620755949
2042,VAR,-4333.519742475351
2043,VAR,-4725.000662354747
2044,VAR,-4985.012385523599
2045,VAR,-5257.103668498247
2046,VAR,-4633.740382213728
2047,VAR,-4895.165739383007
2048,VAR,-5193.0191018969535
2049,VAR,-5805.311510179343
2050,VAR,-6428.899621955887
2051,VAR,-6840.392642284838
2052,VAR,-7079.40085696038
2053,VAR,-7322.828391004754
2054,VAR,-7567.8176587214375
2055,VAR,-6852.135571531547
